OBJECTID,ain,ASI_Status,situsaddress,situscity,situszip,LV_IV_Ratio,YearBuiltMax,usecode,usetype,usedescription,Vacant_Use,Publicly_Owned,unitstotal,SupDist2021,Submarket_Area,plng_area,Comm_Name,Plan_Name,Zoning1,PctZngArea1,Zoning2,PctZngArea2,Zoning3,PctZngArea3,LUP1,PctLUPArea1,LUP2,PctLUPArea2,LUP3,PctLUPArea3,SP_LUP1,SP_LUP_Desc1,PctSpLupArea1,SP_LUP2,SP_LUP_Desc2,PctSpLupArea2,SP_LUP3,SP_LUP_Desc3,PctSpLupArea3,Acres,LUP_Units_Total,LUP_MinDens,LUP_MaxDens,Site_Status,Capacity_Inc_Very_Low,Capacity_Inc_Low,Capacity_Inc_Mod,Capacity_Inc_Abv_Mod,Realistic_Capacity,Income_Categories,Consolidation_ID,Lot_Size_Consolidated,Lot_Consolidation_Notes,Consolidation_Adj_APNs,Previous_HE,Shape__Area,Shape__Length
799,3070006028,Vacant,169th St E & Avenue N-4,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67448948,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29380.7627,787.8725243
800,3101034005,Vacant,45th St W & W Avenue M-14,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67882047,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29569.41895,839.6076689
801,3117003051,Vacant,VAC/40 STW/VIC AVE D4,CALICHE CA,93536,0,0,580V,Irrigated Farm,Desert,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H5,100,,0,,0,,,0,,,0,,,0,9.0851471,,0,5 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,395749.0088,2519.82837
802,3038017023,Vacant,VAC/123 STE(PAV)/VIC AVE V14,PEARBLOSSOM CA,93553,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,4.9884493,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,217296.8525,1975.971753
803,3074022014,Vacant,VAC/163RD STE/VIC HIGH CHAPPAREL,LAKE LOS ANGELES CA,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.50075612,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,21812.93848,636.3040723
804,3071002034,Vacant,171st St E & Mossdale Ave,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67526122,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29414.37891,788.2545239
805,3117002011,Vacant,VAC/AVE E/VIC 45 STW,CALICHE CA,93536,0,0,580V,Irrigated Farm,Desert,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,9.62721454,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,419361.4668,3199.062433
806,3071016003,Vacant,179th St E & Newmont Ave,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67205313,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29274.63379,785.4974157
807,3071013027,Vacant,VAC/179TH STE/VIC MOSSDALE AVE,LAKE LOS ANGELES CA,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.68208316,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29711.54199,757.6073607
808,3071006026,Vacant,174th St E & Avenue N-4,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67415122,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29366.02734,787.3442188
809,3113014018,Vacant,VAC/AVE D/VIC 42 STW,CALICHE CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H5,100,,0,,0,,,0,,,0,,,0,2.30262005,,0,5 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,100302.1289,1548.556567
810,3074012021,Vacant,VAC/AVE P8/VIC 167TH STE,LAKE LOS ANGELES CA,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.58051403,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,25287.19043,686.6933042
811,3117002001,Vacant,VAC/COR AVE E/50 STW,CALICHE CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,2.12083591,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,92383.61328,1220.005903
812,3103005019,Vacant,47th St W & W Avenue L-8,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,1.144378,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,49849.10742,936.0724826
813,3071019017,Vacant,VAC/176TH STE/VIC AVE N12,LANCASTER CA,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67880806,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29568.87988,762.8650272
814,3061002104,Vacant,VAC/AVE Y4/157 STE,MOUNT WATERMAN CA,93544,0,0,580V,Irrigated Farm,Desert,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,2.49903114,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,108857.7959,1480.40364
815,3102026027,Vacant,52nd St W & W Avenue L-2,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,1.667345,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,72629.54883,1214.667505
816,3071014005,Vacant,179th St E & Valeport Ave,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.68073055,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29652.62305,794.3301715
817,3071021019,Vacant,VAC/NEWMONT AVE/VIC 177TH STE,LANCASTER CA,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.6744845,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29380.5459,740.9736601
818,3071006036,Vacant,VAC/173RD STE/VIC MOSSDALE AVE,LAKE LOS ANGELES CA,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67438349,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29376.14551,787.5267947
819,3001021046,Vacant,VAC/20TH STW/VIC AVE O4,LANCASTER CA,93534,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,100,,0,,0,RL2,89.86,,0,,0,,,0,,,0,,,0,1.80181175,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,78486.9209,1251.630837
820,3117001100,Vacant,VAC/40 STW/VIC AVE D6,CALICHE CA,93536,0,0,580V,Irrigated Farm,Desert,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H5,100,,0,,0,,,0,,,0,,,0,2.13060991,,0,5 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,92809.36816,1222.488254
821,3071011029,Vacant,177th St E & Valeport Ave,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67728891,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29502.70508,790.0937798
822,3261003041,Vacant,VAC/COR AVE B/130 STW,ANTELOPE ACRES CA,93536,0,0,540V,Irrigated Farm,Pasture,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,93.42,,0,,0,RL10,93.42,,0,,0,,,0,,,0,,,0,4.24415773,,0,1 du / 10 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,184875.5107,1831.263754
823,3113014022,Vacant,VAC/AVE D/VIC 41 STW,CALICHE CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H5,100,,0,,0,,,0,,,0,,,0,2.35171559,,0,5 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,102440.7314,1556.363677
824,3117002050,Vacant,VAC/AVE E/VIC 50 STW,CALICHE CA,93536,0,0,580V,Irrigated Farm,Desert,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,2.12287799,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,92472.56543,1220.601303
825,3072012024,Vacant,172nd St E & Coolwater Ave,,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.50078714,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,21814.28613,636.2862706
826,3071010004,Vacant,176th St E & Mossdale Ave,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.69221183,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,30152.74805,755.6962598
827,3101032001,Vacant,50th St W & W Avenue M-12,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,4.68930732,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,204266.2266,1910.143915
828,3071009015,Vacant,176th St E & Valeport Ave,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67528732,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29415.51563,788.347267
829,3070003017,Vacant,VAC/NEWMONT AVE/VIC 167 ST E,LAKE LOS ANGELES CA,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.75614146,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,32937.52148,844.1744729
830,3101021015,Vacant,47th St W & W Avenue M-6,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,1.15711737,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,50404.03516,1007.62506
831,3071026007,Vacant,VAC/171ST STE/VIC SWEETAIRE AVE,LAKE LOS ANGELES CA,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.66724359,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29065.13184,754.279748
832,3041008006,Vacant,VAC/AVE R12(DRT)/VIC 103RD STE,SUN VILLAGE CA,93543,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,97.86,,0,,0,RL1,97.86,,0,,0,,,0,,,0,,,0,0.90758832,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,39534.54785,863.0356475
833,3071015004,Vacant,178th St E & Newmont Ave,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67555246,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29427.06543,746.2411546
834,3071014015,Vacant,178th St E & Valeport Ave,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.6850779,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29841.99316,747.7453776
835,3038008001,Vacant,VAC/COR LONGVIEW RD(PAV)/AVE V10,PEARBLOSSOM CA,93553,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.65195506,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,28399.16211,678.9419892
836,3103028008,Vacant,Glacier Pl & Klamath Ln,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,100,,0,,0,H5,100,,0,,0,,,0,,,0,,,0,3.66451778,,0,5 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,159626.3926,2255.104167
837,3074006029,Vacant,164th St E & Starbury Ave,,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67522373,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29412.74805,788.3303057
838,3041010028,Vacant,VAC/AVE R10(DRT)/VIC 107TH STE,SUN VILLAGE CA,93543,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,98.07,,0,,0,RL1,98.07,,0,,0,,,0,,,0,,,0,0.90855682,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,39576.73535,863.6700435
839,3041015028,Vacant,VAC/AVE R10(DRT)/VIC 109TH STE,SUN VILLAGE CA,93543,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,97.3,,0,,0,RL1,97.3,,0,,0,,,0,,,0,,,0,0.90855924,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,39576.84082,863.6700305
840,3117002030,Vacant,VAC/40 STW/VIC AVE D14,CALICHE CA,93536,0,0,580V,Irrigated Farm,Desert,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H5,100,,0,,0,,,0,,,0,,,0,2.12947128,,0,5 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,92759.76855,1222.324069
841,3073007017,Vacant,168th St E & Coolwater Ave,,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.51349478,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,22367.83203,643.7817525
842,3071004008,Vacant,VAC/172ND STE/MOSSDALE AVE,LANCASTER CA,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67428544,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29371.87402,787.4641226
843,3074006011,Vacant,164th St E & Starbury Ave,,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67448757,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29380.67871,787.6810286
844,3117002026,Vacant,VAC/AVE E/VIC 40 STE,CALICHE CA,93536,0,0,580V,Irrigated Farm,Desert,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H5,100,,0,,0,,,0,,,0,,,0,9.2554904,,0,5 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,403169.1621,2541.802711
845,3041016023,Vacant,VAC/AVE R14(DRT)/VIC 108TH STE,SUN VILLAGE CA,93543,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,92.78,,0,,0,RL1,92.78,,0,,0,,,0,,,0,,,0,0.90850662,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,39574.54785,863.6423386
846,3041008007,Vacant,VAC/AVE R12(DRT)/VIC 103RD STE,SUN VILLAGE CA,93543,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,97.73,,0,,0,RL1,97.73,,0,,0,,,0,,,0,,,0,0.90762893,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,39536.31641,863.0483098
847,3074003026,Vacant,167th St E & Jubilee Trail Ave,,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.70920858,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,30893.12695,809.7643257
848,3038008008,Vacant,VAC/130 STE(DRT)/VIC AVE V11,PEARBLOSSOM CA,93553,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.65415313,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,28494.91016,679.9403848
849,3073016022,Vacant,162nd St E & Highacres Ave,,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.50040606,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,21797.69043,635.9759204
850,3101034032,Vacant,Indigo Wy & Rimfield Dr,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.63253019,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,27553.01563,789.1078882
851,3033015095,Vacant,VAC/223 STE(DRT)/METRO BYPASS(DR,BLACK BUTTE CA,93591,0,0,580V,Irrigated Farm,Desert,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,97.77,,0,,0,RL10,97.77,,0,,0,,,0,,,0,,,0,5.3283123,,0,1 du / 10 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,232101.2822,2377.998256
852,3070003025,Vacant,VAC/168TH STE/VIC SWEETAIRE AVE,LANCASTER CA,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67523211,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29413.11035,788.2614326
853,3038011015,Vacant,VAC/AVE W(PAV)/VIC 128 STE(PAV),PEARBLOSSOM CA,93553,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.98300807,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,42819.83105,947.8910989
854,3074017003,Vacant,VAC/167TH STE/VIC RAWHIDE AVE,LAKE LOS ANGELES CA,93591,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.51078361,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,22249.73535,641.1703249
855,3071019016,Vacant,176th St E & Sweetaire Ave,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67682591,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29482.53613,761.9841854
856,3117001060,Vacant,VAC/AVE D/VIC 40 STW,CALICHE CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H5,100,,0,,0,,,0,,,0,,,0,2.12790955,,0,5 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,92691.73926,1222.054116
857,3038012004,Vacant,VAC/AVE V12(PAV)/VIC 128 STE,PEARBLOSSOM CA,93553,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.83860343,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,36529.56738,844.3416904
858,3071024016,Vacant,174th St E & Sweetaire Ave,,93535,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,100,,0,,0,H2,100,,0,,0,,,0,,,0,,,0,0.67374387,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,29348.2832,759.4931979
